,league,side,teamname,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10
62650,LEC,Blue,MAD Lions,0,14293.0,16217.0,282.0,16620.0,18699.0,311.0,-2327.0,-2482.0,-29.0,0.0,0.0,4.0,4.0,3.0,0.0
62651,LEC,Red,Rogue,1,16620.0,18699.0,311.0,14293.0,16217.0,282.0,2327.0,2482.0,29.0,4.0,3.0,0.0,0.0,0.0,4.0
62662,LEC,Blue,MAD Lions,1,15207.0,18548.0,313.0,16346.0,19228.0,351.0,-1139.0,-680.0,-38.0,2.0,4.0,1.0,1.0,1.0,2.0
62663,LEC,Red,Rogue,0,16346.0,19228.0,351.0,15207.0,18548.0,313.0,1139.0,680.0,38.0,1.0,1.0,2.0,2.0,4.0,1.0
62674,LEC,Blue,Rogue,0,15076.0,17275.0,329.0,16611.0,18906.0,319.0,-1535.0,-1631.0,10.0,1.0,2.0,3.0,3.0,3.0,1.0
62675,LEC,Red,MAD Lions,1,16611.0,18906.0,319.0,15076.0,17275.0,329.0,1535.0,1631.0,-10.0,3.0,3.0,1.0,1.0,2.0,3.0
62686,LEC,Blue,Rogue,0,17789.0,20091.0,333.0,14690.0,17706.0,312.0,3099.0,2385.0,21.0,5.0,8.0,1.0,1.0,1.0,5.0
62687,LEC,Red,MAD Lions,1,14690.0,17706.0,312.0,17789.0,20091.0,333.0,-3099.0,-2385.0,-21.0,1.0,1.0,5.0,5.0,8.0,1.0
62698,LCS,Blue,Cloud9,0,16903.0,19447.0,352.0,14413.0,18741.0,324.0,2490.0,706.0,28.0,4.0,4.0,0.0,0.0,0.0,4.0
62699,LCS,Red,Team Liquid,1,14413.0,18741.0,324.0,16903.0,19447.0,352.0,-2490.0,-706.0,-28.0,0.0,0.0,4.0,4.0,4.0,0.0
62710,LCS,Blue,Cloud9,1,16119.0,19549.0,342.0,15308.0,19235.0,351.0,811.0,314.0,-9.0,2.0,2.0,0.0,0.0,0.0,2.0
62711,LCS,Red,Team Liquid,0,15308.0,19235.0,351.0,16119.0,19549.0,342.0,-811.0,-314.0,9.0,0.0,0.0,2.0,2.0,2.0,0.0
62734,LCS,Blue,Team Liquid,1,16014.0,19241.0,352.0,16182.0,18978.0,347.0,-168.0,263.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0
62735,LCS,Red,Cloud9,0,16182.0,18978.0,347.0,16014.0,19241.0,352.0,168.0,-263.0,-5.0,2.0,2.0,1.0,1.0,1.0,2.0
62746,LCS,Blue,Cloud9,1,15915.0,19210.0,367.0,15329.0,19495.0,365.0,586.0,-285.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
62747,LCS,Red,Team Liquid,0,15329.0,19495.0,365.0,15915.0,19210.0,367.0,-586.0,285.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0
62758,LCS,Blue,Team Liquid,0,14694.0,17707.0,326.0,16255.0,18411.0,330.0,-1561.0,-704.0,-4.0,0.0,0.0,3.0,3.0,3.0,1.0
62759,LCS,Red,Cloud9,1,16255.0,18411.0,330.0,14694.0,17707.0,326.0,1561.0,704.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0
62770,LPL,Blue,EDward Gaming,0,15362.0,17989.0,325.0,16556.0,18692.0,327.0,-1194.0,-703.0,-2.0,1.0,2.0,4.0,4.0,8.0,1.0
62771,LPL,Red,Royal Never Give Up,1,16556.0,18692.0,327.0,15362.0,17989.0,325.0,1194.0,703.0,2.0,4.0,8.0,1.0,1.0,2.0,4.0
62782,LPL,Blue,Royal Never Give Up,1,16221.0,18124.0,347.0,15258.0,18345.0,345.0,963.0,-221.0,2.0,3.0,10.0,1.0,1.0,2.0,3.0
62783,LPL,Red,EDward Gaming,0,15258.0,18345.0,345.0,16221.0,18124.0,347.0,-963.0,221.0,-2.0,1.0,2.0,3.0,3.0,10.0,1.0
62794,LPL,Blue,EDward Gaming,1,16607.0,18884.0,323.0,16791.0,18630.0,324.0,-184.0,254.0,-1.0,2.0,2.0,4.0,4.0,6.0,2.0
62795,LPL,Red,Royal Never Give Up,0,16791.0,18630.0,324.0,16607.0,18884.0,323.0,184.0,-254.0,1.0,4.0,6.0,2.0,2.0,2.0,4.0
62818,LPL,Blue,Royal Never Give Up,1,16586.0,17673.0,290.0,16048.0,18956.0,327.0,538.0,-1283.0,-37.0,5.0,8.0,3.0,3.0,5.0,5.0
62819,LPL,Red,EDward Gaming,0,16048.0,18956.0,327.0,16586.0,17673.0,290.0,-538.0,1283.0,37.0,3.0,5.0,5.0,5.0,8.0,3.0
63730,VCS,Blue,Team Secret,1,17675.0,19646.0,323.0,16937.0,20015.0,326.0,738.0,-369.0,-3.0,8.0,7.0,5.0,5.0,6.0,8.0
63731,VCS,Red,CERBERUS Esports,0,16937.0,20015.0,326.0,17675.0,19646.0,323.0,-738.0,369.0,3.0,5.0,6.0,8.0,8.0,7.0,5.0
63754,VCS,Blue,Team Secret,1,16034.0,17851.0,304.0,15300.0,17722.0,311.0,734.0,129.0,-7.0,4.0,4.0,2.0,2.0,4.0,4.0
63755,VCS,Red,CERBERUS Esports,0,15300.0,17722.0,311.0,16034.0,17851.0,304.0,-734.0,-129.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0
63790,VCS,Blue,CERBERUS Esports,1,16606.0,18070.0,292.0,17287.0,17894.0,324.0,-681.0,176.0,-32.0,5.0,7.0,5.0,5.0,9.0,5.0
63791,VCS,Red,Team Secret,0,17287.0,17894.0,324.0,16606.0,18070.0,292.0,681.0,-176.0,32.0,5.0,9.0,5.0,5.0,7.0,5.0
63838,VCS,Blue,CERBERUS Esports,1,16621.0,18735.0,327.0,16847.0,19500.0,321.0,-226.0,-765.0,6.0,4.0,8.0,5.0,5.0,16.0,4.0
63839,VCS,Red,Team Secret,0,16847.0,19500.0,321.0,16621.0,18735.0,327.0,226.0,765.0,-6.0,5.0,16.0,4.0,4.0,8.0,5.0
63886,VCS,Blue,CERBERUS Esports,0,14957.0,18285.0,331.0,16006.0,18645.0,342.0,-1049.0,-360.0,-11.0,1.0,1.0,2.0,2.0,3.0,1.0
63887,VCS,Red,Team Secret,1,16006.0,18645.0,342.0,14957.0,18285.0,331.0,1049.0,360.0,11.0,2.0,3.0,1.0,1.0,1.0,2.0
64126,LPL,Blue,FunPlus Phoenix,1,15415.0,19876.0,346.0,16565.0,19277.0,361.0,-1150.0,599.0,-15.0,1.0,1.0,2.0,2.0,3.0,1.0
64127,LPL,Red,Royal Never Give Up,0,16565.0,19277.0,361.0,15415.0,19876.0,346.0,1150.0,-599.0,15.0,2.0,3.0,1.0,1.0,1.0,2.0
64138,VCS,Blue,Saigon Buffalo,1,15466.0,18729.0,317.0,15656.0,18798.0,338.0,-190.0,-69.0,-21.0,2.0,5.0,2.0,2.0,4.0,2.0
64139,VCS,Red,GAM Esports,0,15656.0,18798.0,338.0,15466.0,18729.0,317.0,190.0,69.0,21.0,2.0,4.0,2.0,2.0,5.0,2.0
64162,LPL,Blue,Royal Never Give Up,1,16830.0,18138.0,297.0,16859.0,19068.0,361.0,-29.0,-930.0,-64.0,5.0,10.0,4.0,4.0,2.0,5.0
64163,LPL,Red,FunPlus Phoenix,0,16859.0,19068.0,361.0,16830.0,18138.0,297.0,29.0,930.0,64.0,4.0,2.0,5.0,5.0,10.0,4.0
64186,VCS,Blue,Saigon Buffalo,0,16415.0,19969.0,325.0,15531.0,18256.0,332.0,884.0,1713.0,-7.0,4.0,6.0,2.0,2.0,1.0,4.0
64187,VCS,Red,GAM Esports,1,15531.0,18256.0,332.0,16415.0,19969.0,325.0,-884.0,-1713.0,7.0,2.0,1.0,4.0,4.0,6.0,2.0
64198,LPL,Blue,FunPlus Phoenix,0,15582.0,18285.0,345.0,16660.0,19056.0,355.0,-1078.0,-771.0,-10.0,1.0,2.0,3.0,3.0,2.0,1.0
64199,LPL,Red,Royal Never Give Up,1,16660.0,19056.0,355.0,15582.0,18285.0,345.0,1078.0,771.0,10.0,3.0,2.0,1.0,1.0,2.0,3.0
64210,VCS,Blue,GAM Esports,1,20008.0,20962.0,337.0,14753.0,15424.0,262.0,5255.0,5538.0,75.0,11.0,12.0,3.0,3.0,7.0,11.0
64211,VCS,Red,Saigon Buffalo,0,14753.0,15424.0,262.0,20008.0,20962.0,337.0,-5255.0,-5538.0,-75.0,3.0,7.0,11.0,11.0,12.0,3.0
64222,LPL,Blue,FunPlus Phoenix,0,15961.0,18688.0,344.0,17792.0,21025.0,353.0,-1831.0,-2337.0,-9.0,2.0,4.0,5.0,5.0,6.0,2.0
64223,LPL,Red,Royal Never Give Up,1,17792.0,21025.0,353.0,15961.0,18688.0,344.0,1831.0,2337.0,9.0,5.0,6.0,2.0,2.0,4.0,5.0
64234,VCS,Blue,Saigon Buffalo,0,15684.0,17122.0,317.0,15581.0,17511.0,287.0,103.0,-389.0,30.0,3.0,5.0,4.0,4.0,7.0,3.0
64235,VCS,Red,GAM Esports,1,15581.0,17511.0,287.0,15684.0,17122.0,317.0,-103.0,389.0,-30.0,4.0,7.0,3.0,3.0,5.0,4.0
68254,MSI,Blue,DWG KIA,1,15501.0,19027.0,351.0,15044.0,17478.0,313.0,457.0,1549.0,38.0,1.0,1.0,1.0,1.0,2.0,1.0
68255,MSI,Red,Cloud9,0,15044.0,17478.0,313.0,15501.0,19027.0,351.0,-457.0,-1549.0,-38.0,1.0,2.0,1.0,1.0,1.0,1.0
68266,MSI,Blue,Infinity Esports,1,15614.0,19043.0,317.0,15112.0,18527.0,325.0,502.0,516.0,-8.0,2.0,1.0,1.0,1.0,2.0,2.0
68267,MSI,Red,DetonatioN FocusMe,0,15112.0,18527.0,325.0,15614.0,19043.0,317.0,-502.0,-516.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0
68278,MSI,Blue,Royal Never Give Up,1,17013.0,19427.0,383.0,15276.0,18082.0,329.0,1737.0,1345.0,54.0,0.0,0.0,1.0,1.0,2.0,0.0
68279,MSI,Red,Pentanet.GG,0,15276.0,18082.0,329.0,17013.0,19427.0,383.0,-1737.0,-1345.0,-54.0,1.0,2.0,0.0,0.0,0.0,1.0
68290,MSI,Blue,Pentanet.GG,0,14641.0,18460.0,332.0,17035.0,19474.0,355.0,-2394.0,-1014.0,-23.0,0.0,0.0,1.0,1.0,1.0,0.0
68291,MSI,Red,Unicorns of Love.CIS,1,17035.0,19474.0,355.0,14641.0,18460.0,332.0,2394.0,1014.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0
68302,MSI,Blue,İstanbul Wildcats,0,18402.0,18688.0,298.0,15045.0,16445.0,275.0,3357.0,2243.0,23.0,10.0,11.0,3.0,3.0,4.0,10.0
68303,MSI,Red,paiN Gaming,1,15045.0,16445.0,275.0,18402.0,18688.0,298.0,-3357.0,-2243.0,-23.0,3.0,4.0,10.0,10.0,11.0,3.0
68314,MSI,Blue,MAD Lions,1,19029.0,18528.0,328.0,15405.0,17292.0,330.0,3624.0,1236.0,-2.0,7.0,14.0,1.0,1.0,3.0,7.0
68315,MSI,Red,PSG Talon,0,15405.0,17292.0,330.0,19029.0,18528.0,328.0,-3624.0,-1236.0,2.0,1.0,3.0,7.0,7.0,14.0,1.0
68566,MSI,Blue,Pentanet.GG,0,15016.0,17177.0,282.0,19136.0,20100.0,354.0,-4120.0,-2923.0,-72.0,3.0,4.0,7.0,7.0,10.0,3.0
68567,MSI,Red,Royal Never Give Up,1,19136.0,20100.0,354.0,15016.0,17177.0,282.0,4120.0,2923.0,72.0,7.0,10.0,3.0,3.0,4.0,7.0
68578,MSI,Blue,Unicorns of Love.CIS,0,14538.0,17350.0,310.0,17253.0,19101.0,362.0,-2715.0,-1751.0,-52.0,1.0,2.0,3.0,3.0,3.0,1.0
68579,MSI,Red,Royal Never Give Up,1,17253.0,19101.0,362.0,14538.0,17350.0,310.0,2715.0,1751.0,52.0,3.0,3.0,1.0,1.0,2.0,3.0
68590,MSI,Blue,Infinity Esports,0,14460.0,17778.0,311.0,17304.0,20661.0,357.0,-2844.0,-2883.0,-46.0,1.0,1.0,4.0,4.0,3.0,1.0
68591,MSI,Red,DWG KIA,1,17304.0,20661.0,357.0,14460.0,17778.0,311.0,2844.0,2883.0,46.0,4.0,3.0,1.0,1.0,1.0,4.0
68602,MSI,Blue,DetonatioN FocusMe,1,16049.0,19467.0,356.0,15785.0,18956.0,354.0,264.0,511.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
68603,MSI,Red,Cloud9,0,15785.0,18956.0,354.0,16049.0,19467.0,356.0,-264.0,-511.0,-2.0,1.0,1.0,2.0,2.0,1.0,1.0
68614,MSI,Blue,İstanbul Wildcats,0,15499.0,18824.0,339.0,15982.0,18215.0,329.0,-483.0,609.0,10.0,2.0,2.0,3.0,3.0,4.0,2.0
68615,MSI,Red,MAD Lions,1,15982.0,18215.0,329.0,15499.0,18824.0,339.0,483.0,-609.0,-10.0,3.0,4.0,2.0,2.0,2.0,3.0
68626,MSI,Blue,paiN Gaming,0,15251.0,18536.0,346.0,16753.0,19158.0,346.0,-1502.0,-622.0,0.0,1.0,1.0,4.0,4.0,7.0,1.0
68627,MSI,Red,PSG Talon,1,16753.0,19158.0,346.0,15251.0,18536.0,346.0,1502.0,622.0,0.0,4.0,7.0,1.0,1.0,1.0,4.0
68938,MSI,Blue,Royal Never Give Up,1,18945.0,19218.0,350.0,14451.0,16627.0,279.0,4494.0,2591.0,71.0,8.0,13.0,2.0,2.0,3.0,8.0
68939,MSI,Red,Unicorns of Love.CIS,0,14451.0,16627.0,279.0,18945.0,19218.0,350.0,-4494.0,-2591.0,-71.0,2.0,3.0,8.0,8.0,13.0,2.0
68962,MSI,Blue,Unicorns of Love.CIS,0,16866.0,18789.0,333.0,16611.0,18983.0,321.0,255.0,-194.0,12.0,2.0,3.0,4.0,4.0,10.0,2.0
68963,MSI,Red,Pentanet.GG,1,16611.0,18983.0,321.0,16866.0,18789.0,333.0,-255.0,194.0,-12.0,4.0,10.0,2.0,2.0,3.0,4.0
68974,MSI,Blue,DWG KIA,1,15756.0,19577.0,339.0,16420.0,19564.0,326.0,-664.0,13.0,13.0,2.0,6.0,3.0,3.0,3.0,2.0
68975,MSI,Red,DetonatioN FocusMe,0,16420.0,19564.0,326.0,15756.0,19577.0,339.0,664.0,-13.0,-13.0,3.0,3.0,2.0,2.0,6.0,3.0
68986,MSI,Blue,Cloud9,1,14964.0,18426.0,342.0,15262.0,18551.0,321.0,-298.0,-125.0,21.0,0.0,0.0,1.0,1.0,2.0,0.0
68987,MSI,Red,Infinity Esports,0,15262.0,18551.0,321.0,14964.0,18426.0,342.0,298.0,125.0,-21.0,1.0,2.0,0.0,0.0,0.0,1.0
68998,MSI,Blue,MAD Lions,1,16879.0,19394.0,346.0,14136.0,17593.0,311.0,2743.0,1801.0,35.0,3.0,3.0,0.0,0.0,0.0,3.0
68999,MSI,Red,paiN Gaming,0,14136.0,17593.0,311.0,16879.0,19394.0,346.0,-2743.0,-1801.0,-35.0,0.0,0.0,3.0,3.0,3.0,0.0
69010,MSI,Blue,PSG Talon,1,16205.0,18485.0,331.0,14692.0,17789.0,296.0,1513.0,696.0,35.0,2.0,6.0,2.0,2.0,5.0,2.0
69011,MSI,Red,İstanbul Wildcats,0,14692.0,17789.0,296.0,16205.0,18485.0,331.0,-1513.0,-696.0,-35.0,2.0,5.0,2.0,2.0,6.0,2.0
69262,MSI,Blue,Unicorns of Love.CIS,0,14811.0,18200.0,324.0,17334.0,19989.0,354.0,-2523.0,-1789.0,-30.0,1.0,2.0,4.0,4.0,4.0,1.0
69263,MSI,Red,Royal Never Give Up,1,17334.0,19989.0,354.0,14811.0,18200.0,324.0,2523.0,1789.0,30.0,4.0,4.0,1.0,1.0,2.0,4.0
69298,MSI,Blue,Unicorns of Love.CIS,1,14713.0,17705.0,305.0,15027.0,18614.0,340.0,-314.0,-909.0,-35.0,1.0,1.0,1.0,1.0,0.0,1.0
69299,MSI,Red,Pentanet.GG,0,15027.0,18614.0,340.0,14713.0,17705.0,305.0,314.0,909.0,35.0,1.0,0.0,1.0,1.0,1.0,1.0
69310,MSI,Blue,Royal Never Give Up,1,18744.0,19550.0,335.0,15447.0,17363.0,263.0,3297.0,2187.0,72.0,8.0,14.0,5.0,5.0,6.0,8.0
69311,MSI,Red,Pentanet.GG,0,15447.0,17363.0,263.0,18744.0,19550.0,335.0,-3297.0,-2187.0,-72.0,5.0,6.0,8.0,8.0,14.0,5.0
69322,MSI,Blue,Royal Never Give Up,1,17688.0,20206.0,359.0,14198.0,17287.0,284.0,3490.0,2919.0,75.0,4.0,4.0,1.0,1.0,1.0,4.0
69323,MSI,Red,Unicorns of Love.CIS,0,14198.0,17287.0,284.0,17688.0,20206.0,359.0,-3490.0,-2919.0,-75.0,1.0,1.0,4.0,4.0,4.0,1.0
69334,MSI,Blue,Pentanet.GG,1,15599.0,18911.0,345.0,15290.0,19127.0,349.0,309.0,-216.0,-4.0,1.0,2.0,0.0,0.0,0.0,1.0
69335,MSI,Red,Unicorns of Love.CIS,0,15290.0,19127.0,349.0,15599.0,18911.0,345.0,-309.0,216.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0
69346,MSI,Blue,Pentanet.GG,0,15239.0,16899.0,268.0,17407.0,18832.0,310.0,-2168.0,-1933.0,-42.0,4.0,5.0,7.0,7.0,14.0,4.0
69347,MSI,Red,Royal Never Give Up,1,17407.0,18832.0,310.0,15239.0,16899.0,268.0,2168.0,1933.0,42.0,7.0,14.0,4.0,4.0,5.0,7.0
69358,MSI,Blue,Unicorns of Love.CIS,0,16085.0,19336.0,330.0,15213.0,18538.0,326.0,872.0,798.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0
69359,MSI,Red,Pentanet.GG,1,15213.0,18538.0,326.0,16085.0,19336.0,330.0,-872.0,-798.0,-4.0,2.0,2.0,3.0,3.0,3.0,2.0
69370,MSI,Blue,MAD Lions,0,16941.0,19732.0,358.0,15607.0,18170.0,330.0,1334.0,1562.0,28.0,3.0,6.0,2.0,2.0,3.0,3.0
69371,MSI,Red,İstanbul Wildcats,1,15607.0,18170.0,330.0,16941.0,19732.0,358.0,-1334.0,-1562.0,-28.0,2.0,3.0,3.0,3.0,6.0,2.0
69382,MSI,Blue,PSG Talon,1,15663.0,17986.0,323.0,14901.0,18515.0,314.0,762.0,-529.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0
69383,MSI,Red,paiN Gaming,0,14901.0,18515.0,314.0,15663.0,17986.0,323.0,-762.0,529.0,-9.0,1.0,1.0,2.0,2.0,3.0,1.0
69394,MSI,Blue,İstanbul Wildcats,0,15532.0,19075.0,323.0,17043.0,19136.0,341.0,-1511.0,-61.0,-18.0,2.0,3.0,4.0,4.0,5.0,2.0
69395,MSI,Red,PSG Talon,1,17043.0,19136.0,341.0,15532.0,19075.0,323.0,1511.0,61.0,18.0,4.0,5.0,2.0,2.0,3.0,4.0
69406,MSI,Blue,paiN Gaming,0,15941.0,18737.0,326.0,14722.0,17824.0,333.0,1219.0,913.0,-7.0,3.0,3.0,0.0,0.0,0.0,3.0
69407,MSI,Red,MAD Lions,1,14722.0,17824.0,333.0,15941.0,18737.0,326.0,-1219.0,-913.0,7.0,0.0,0.0,3.0,3.0,3.0,0.0
69418,MSI,Blue,paiN Gaming,1,19255.0,19099.0,309.0,16037.0,16354.0,268.0,3218.0,2745.0,41.0,9.0,9.0,6.0,6.0,8.0,9.0
69419,MSI,Red,İstanbul Wildcats,0,16037.0,16354.0,268.0,19255.0,19099.0,309.0,-3218.0,-2745.0,-41.0,6.0,8.0,9.0,9.0,9.0,6.0
69430,MSI,Blue,PSG Talon,0,16442.0,19761.0,338.0,16091.0,19248.0,366.0,351.0,513.0,-28.0,4.0,5.0,2.0,2.0,5.0,4.0
69431,MSI,Red,MAD Lions,1,16091.0,19248.0,366.0,16442.0,19761.0,338.0,-351.0,-513.0,28.0,2.0,5.0,4.0,4.0,5.0,2.0
69514,MSI,Blue,Cloud9,1,15068.0,18788.0,333.0,15881.0,19202.0,345.0,-813.0,-414.0,-12.0,1.0,1.0,1.0,1.0,1.0,1.0
69515,MSI,Red,DWG KIA,0,15881.0,19202.0,345.0,15068.0,18788.0,333.0,813.0,414.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0
69526,MSI,Blue,DetonatioN FocusMe,1,15769.0,19385.0,349.0,15018.0,18325.0,322.0,751.0,1060.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0
69527,MSI,Red,Infinity Esports,0,15018.0,18325.0,322.0,15769.0,19385.0,349.0,-751.0,-1060.0,-27.0,1.0,1.0,1.0,1.0,1.0,1.0
69538,MSI,Blue,DWG KIA,1,16157.0,19707.0,354.0,15259.0,19072.0,337.0,898.0,635.0,17.0,2.0,4.0,1.0,1.0,2.0,2.0
69539,MSI,Red,Infinity Esports,0,15259.0,19072.0,337.0,16157.0,19707.0,354.0,-898.0,-635.0,-17.0,1.0,2.0,2.0,2.0,4.0,1.0
69550,MSI,Blue,Cloud9,1,16034.0,19655.0,347.0,15233.0,17592.0,310.0,801.0,2063.0,37.0,2.0,3.0,2.0,2.0,3.0,2.0
69551,MSI,Red,DetonatioN FocusMe,0,15233.0,17592.0,310.0,16034.0,19655.0,347.0,-801.0,-2063.0,-37.0,2.0,3.0,2.0,2.0,3.0,2.0
69586,MSI,Blue,DetonatioN FocusMe,0,15006.0,17945.0,309.0,14894.0,18182.0,326.0,112.0,-237.0,-17.0,2.0,3.0,1.0,1.0,1.0,2.0
69587,MSI,Red,DWG KIA,1,14894.0,18182.0,326.0,15006.0,17945.0,309.0,-112.0,237.0,17.0,1.0,1.0,2.0,2.0,3.0,1.0
69598,MSI,Blue,Infinity Esports,0,15787.0,17743.0,291.0,18655.0,18514.0,300.0,-2868.0,-771.0,-9.0,5.0,4.0,10.0,10.0,12.0,5.0
69599,MSI,Red,Cloud9,1,18655.0,18514.0,300.0,15787.0,17743.0,291.0,2868.0,771.0,9.0,10.0,12.0,5.0,5.0,4.0,10.0
69826,MSI,Blue,DWG KIA,0,17597.0,20140.0,368.0,15757.0,19116.0,338.0,1840.0,1024.0,30.0,4.0,5.0,2.0,2.0,3.0,4.0
69827,MSI,Red,Royal Never Give Up,1,15757.0,19116.0,338.0,17597.0,20140.0,368.0,-1840.0,-1024.0,-30.0,2.0,3.0,4.0,4.0,5.0,2.0
69838,MSI,Blue,MAD Lions,1,16679.0,19240.0,346.0,14761.0,17828.0,303.0,1918.0,1412.0,43.0,3.0,3.0,1.0,1.0,1.0,3.0
69839,MSI,Red,Pentanet.GG,0,14761.0,17828.0,303.0,16679.0,19240.0,346.0,-1918.0,-1412.0,-43.0,1.0,1.0,3.0,3.0,3.0,1.0
69862,MSI,Blue,PSG Talon,0,15992.0,20190.0,363.0,14521.0,18259.0,326.0,1471.0,1931.0,37.0,1.0,1.0,0.0,0.0,0.0,1.0
69863,MSI,Red,DWG KIA,1,14521.0,18259.0,326.0,15992.0,20190.0,363.0,-1471.0,-1931.0,-37.0,0.0,0.0,1.0,1.0,1.0,0.0
69886,MSI,Blue,Royal Never Give Up,1,15818.0,18243.0,343.0,14788.0,19070.0,319.0,1030.0,-827.0,24.0,1.0,1.0,1.0,1.0,2.0,1.0
69887,MSI,Red,Cloud9,0,14788.0,19070.0,319.0,15818.0,18243.0,343.0,-1030.0,827.0,-24.0,1.0,2.0,1.0,1.0,1.0,1.0
69910,MSI,Blue,PSG Talon,1,18247.0,18933.0,325.0,14383.0,17521.0,311.0,3864.0,1412.0,14.0,5.0,14.0,0.0,0.0,0.0,5.0
69911,MSI,Red,Pentanet.GG,0,14383.0,17521.0,311.0,18247.0,18933.0,325.0,-3864.0,-1412.0,-14.0,0.0,0.0,5.0,5.0,14.0,0.0
69922,MSI,Blue,Cloud9,0,13899.0,16867.0,292.0,18359.0,19118.0,331.0,-4460.0,-2251.0,-39.0,1.0,0.0,8.0,8.0,14.0,1.0
69923,MSI,Red,MAD Lions,1,18359.0,19118.0,331.0,13899.0,16867.0,292.0,4460.0,2251.0,39.0,8.0,14.0,1.0,1.0,0.0,8.0
69982,MSI,Blue,Pentanet.GG,0,15256.0,17736.0,306.0,16960.0,17424.0,295.0,-1704.0,312.0,11.0,1.0,0.0,5.0,4.0,7.0,1.0
69983,MSI,Red,Royal Never Give Up,1,16960.0,17424.0,295.0,15256.0,17736.0,306.0,1704.0,-312.0,-11.0,4.0,7.0,1.0,1.0,0.0,5.0
69994,MSI,Blue,DWG KIA,1,15313.0,18882.0,339.0,17104.0,19624.0,347.0,-1791.0,-742.0,-8.0,0.0,0.0,4.0,4.0,8.0,0.0
69995,MSI,Red,Cloud9,0,17104.0,19624.0,347.0,15313.0,18882.0,339.0,1791.0,742.0,8.0,4.0,8.0,0.0,0.0,0.0,4.0
70006,MSI,Blue,MAD Lions,0,15117.0,18794.0,346.0,16533.0,19883.0,361.0,-1416.0,-1089.0,-15.0,0.0,0.0,1.0,1.0,1.0,0.0
70007,MSI,Red,Royal Never Give Up,1,16533.0,19883.0,361.0,15117.0,18794.0,346.0,1416.0,1089.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0
70018,MSI,Blue,Cloud9,0,16653.0,19613.0,355.0,15365.0,18634.0,340.0,1288.0,979.0,15.0,3.0,4.0,1.0,1.0,2.0,3.0
70019,MSI,Red,PSG Talon,1,15365.0,18634.0,340.0,16653.0,19613.0,355.0,-1288.0,-979.0,-15.0,1.0,2.0,3.0,3.0,4.0,1.0
70030,MSI,Blue,Pentanet.GG,0,13670.0,16690.0,296.0,19012.0,19293.0,344.0,-5342.0,-2603.0,-48.0,0.0,0.0,6.0,5.0,6.0,0.0
70031,MSI,Red,DWG KIA,1,19012.0,19293.0,344.0,13670.0,16690.0,296.0,5342.0,2603.0,48.0,5.0,6.0,0.0,0.0,0.0,6.0
70042,MSI,Blue,MAD Lions,1,16079.0,19522.0,357.0,15854.0,19407.0,360.0,225.0,115.0,-3.0,1.0,1.0,2.0,2.0,1.0,1.0
70043,MSI,Red,PSG Talon,0,15854.0,19407.0,360.0,16079.0,19522.0,357.0,-225.0,-115.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
70054,MSI,Blue,Cloud9,1,16041.0,19473.0,354.0,15734.0,19041.0,342.0,307.0,432.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0
70055,MSI,Red,Pentanet.GG,0,15734.0,19041.0,342.0,16041.0,19473.0,354.0,-307.0,-432.0,-12.0,1.0,1.0,0.0,0.0,0.0,1.0
70066,MSI,Blue,Royal Never Give Up,0,15802.0,18374.0,347.0,18255.0,19003.0,325.0,-2453.0,-629.0,22.0,2.0,2.0,7.0,7.0,13.0,2.0
70067,MSI,Red,PSG Talon,1,18255.0,19003.0,325.0,15802.0,18374.0,347.0,2453.0,629.0,-22.0,7.0,13.0,2.0,2.0,2.0,7.0
70078,MSI,Blue,DWG KIA,1,16838.0,20558.0,386.0,15899.0,19894.0,348.0,939.0,664.0,38.0,2.0,3.0,2.0,2.0,2.0,2.0
70079,MSI,Red,MAD Lions,0,15899.0,19894.0,348.0,16838.0,20558.0,386.0,-939.0,-664.0,-38.0,2.0,2.0,2.0,2.0,3.0,2.0
70090,MSI,Blue,Royal Never Give Up,1,19503.0,20122.0,336.0,13738.0,15850.0,277.0,5765.0,4272.0,59.0,10.0,9.0,1.0,1.0,2.0,10.0
70091,MSI,Red,Pentanet.GG,0,13738.0,15850.0,277.0,19503.0,20122.0,336.0,-5765.0,-4272.0,-59.0,1.0,2.0,10.0,10.0,9.0,1.0
