,league,side,teamname,result,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
46,LPL,Blue,Top Esports,0,24815.0,31121.0,608.0,23864.0,31228.0,590.0,951.0,-107.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0
47,LPL,Red,Suning,1,23864.0,31228.0,590.0,24815.0,31121.0,608.0,-951.0,107.0,-18.0,0.0,0.0,1.0,1.0,1.0,0.0
58,LPL,Blue,Top Esports,0,27355.0,32158.0,560.0,25210.0,32578.0,516.0,2145.0,-420.0,44.0,5.0,6.0,6.0,6.0,9.0,5.0
59,LPL,Red,Suning,1,25210.0,32578.0,516.0,27355.0,32158.0,560.0,-2145.0,420.0,-44.0,6.0,9.0,5.0,5.0,6.0,6.0
70,LPL,Blue,Oh My God,0,24131.0,29284.0,527.0,24588.0,30502.0,543.0,-457.0,-1218.0,-16.0,2.0,3.0,3.0,3.0,5.0,2.0
71,LPL,Red,EDward Gaming,1,24588.0,30502.0,543.0,24131.0,29284.0,527.0,457.0,1218.0,16.0,3.0,5.0,2.0,2.0,3.0,3.0
82,LPL,Blue,EDward Gaming,0,23389.0,29977.0,535.0,26454.0,31438.0,552.0,-3065.0,-1461.0,-17.0,2.0,2.0,5.0,5.0,11.0,2.0
83,LPL,Red,Oh My God,1,26454.0,31438.0,552.0,23389.0,29977.0,535.0,3065.0,1461.0,17.0,5.0,11.0,2.0,2.0,2.0,5.0
94,LPL,Blue,Oh My God,0,25531.0,30812.0,536.0,25255.0,30977.0,562.0,276.0,-165.0,-26.0,4.0,7.0,3.0,3.0,3.0,4.0
95,LPL,Red,EDward Gaming,1,25255.0,30977.0,562.0,25531.0,30812.0,536.0,-276.0,165.0,26.0,3.0,3.0,4.0,4.0,7.0,3.0
358,LPL,Blue,Team WE,1,23473.0,28050.0,500.0,23211.0,27605.0,477.0,262.0,445.0,23.0,4.0,11.0,4.0,4.0,15.0,4.0
359,LPL,Red,Rogue Warriors,0,23211.0,27605.0,477.0,23473.0,28050.0,500.0,-262.0,-445.0,-23.0,4.0,15.0,4.0,4.0,11.0,4.0
370,LPL,Blue,Rogue Warriors,0,26010.0,27822.0,458.0,25147.0,28957.0,523.0,863.0,-1135.0,-65.0,7.0,17.0,3.0,3.0,7.0,7.0
371,LPL,Red,Team WE,1,25147.0,28957.0,523.0,26010.0,27822.0,458.0,-863.0,1135.0,65.0,3.0,7.0,7.0,7.0,17.0,3.0
382,LPL,Blue,Invictus Gaming,1,26180.0,29992.0,526.0,23989.0,29979.0,534.0,2191.0,13.0,-8.0,7.0,12.0,3.0,3.0,4.0,7.0
383,LPL,Red,JD Gaming,0,23989.0,29979.0,534.0,26180.0,29992.0,526.0,-2191.0,-13.0,8.0,3.0,4.0,7.0,7.0,12.0,3.0
394,LPL,Blue,Invictus Gaming,1,25439.0,29225.0,508.0,26061.0,29765.0,495.0,-622.0,-540.0,13.0,6.0,9.0,4.0,4.0,7.0,6.0
395,LPL,Red,JD Gaming,0,26061.0,29765.0,495.0,25439.0,29225.0,508.0,622.0,540.0,-13.0,4.0,7.0,6.0,6.0,9.0,4.0
406,LPL,Blue,eStar,1,25096.0,30650.0,533.0,24769.0,30924.0,566.0,327.0,-274.0,-33.0,2.0,3.0,1.0,1.0,1.0,2.0
407,LPL,Red,Bilibili Gaming,0,24769.0,30924.0,566.0,25096.0,30650.0,533.0,-327.0,274.0,33.0,1.0,1.0,2.0,2.0,3.0,1.0
418,LPL,Blue,eStar,0,24046.0,29589.0,506.0,29876.0,31292.0,544.0,-5830.0,-1703.0,-38.0,4.0,7.0,8.0,8.0,11.0,4.0
419,LPL,Red,Bilibili Gaming,1,29876.0,31292.0,544.0,24046.0,29589.0,506.0,5830.0,1703.0,38.0,8.0,11.0,4.0,4.0,7.0,8.0
430,LPL,Blue,eStar,0,24589.0,29118.0,508.0,28522.0,30463.0,534.0,-3933.0,-1345.0,-26.0,4.0,9.0,6.0,6.0,8.0,4.0
431,LPL,Red,Bilibili Gaming,1,28522.0,30463.0,534.0,24589.0,29118.0,508.0,3933.0,1345.0,26.0,6.0,8.0,4.0,4.0,9.0,6.0
442,LPL,Blue,ThunderTalk Gaming,0,22711.0,28103.0,531.0,25181.0,31677.0,567.0,-2470.0,-3574.0,-36.0,0.0,0.0,3.0,3.0,4.0,0.0
443,LPL,Red,Royal Never Give Up,1,25181.0,31677.0,567.0,22711.0,28103.0,531.0,2470.0,3574.0,36.0,3.0,4.0,0.0,0.0,0.0,3.0
454,LPL,Blue,ThunderTalk Gaming,0,25304.0,29089.0,533.0,24956.0,30058.0,487.0,348.0,-969.0,46.0,2.0,2.0,8.0,8.0,17.0,2.0
455,LPL,Red,Royal Never Give Up,1,24956.0,30058.0,487.0,25304.0,29089.0,533.0,-348.0,969.0,-46.0,8.0,17.0,2.0,2.0,2.0,8.0
958,LPL,Blue,FunPlus Phoenix,1,27071.0,31366.0,563.0,25099.0,30455.0,560.0,1972.0,911.0,3.0,4.0,5.0,2.0,2.0,7.0,4.0
959,LPL,Red,Oh My God,0,25099.0,30455.0,560.0,27071.0,31366.0,563.0,-1972.0,-911.0,-3.0,2.0,7.0,4.0,4.0,5.0,2.0
970,LPL,Blue,FunPlus Phoenix,1,26034.0,29914.0,538.0,23019.0,28512.0,504.0,3015.0,1402.0,34.0,3.0,6.0,1.0,1.0,1.0,3.0
971,LPL,Red,Oh My God,0,23019.0,28512.0,504.0,26034.0,29914.0,538.0,-3015.0,-1402.0,-34.0,1.0,1.0,3.0,3.0,6.0,1.0
982,LPL,Blue,Rogue Warriors,0,23366.0,27295.0,489.0,25771.0,29725.0,548.0,-2405.0,-2430.0,-59.0,2.0,5.0,3.0,3.0,7.0,2.0
983,LPL,Red,Top Esports,1,25771.0,29725.0,548.0,23366.0,27295.0,489.0,2405.0,2430.0,59.0,3.0,7.0,2.0,2.0,5.0,3.0
994,LPL,Blue,Rogue Warriors,1,25491.0,29724.0,536.0,26943.0,30461.0,579.0,-1452.0,-737.0,-43.0,2.0,4.0,4.0,4.0,8.0,2.0
995,LPL,Red,Top Esports,0,26943.0,30461.0,579.0,25491.0,29724.0,536.0,1452.0,737.0,43.0,4.0,8.0,2.0,2.0,4.0,4.0
1006,LPL,Blue,Rogue Warriors,1,26384.0,30354.0,522.0,23875.0,30947.0,574.0,2509.0,-593.0,-52.0,4.0,5.0,1.0,1.0,0.0,4.0
1007,LPL,Red,Top Esports,0,23875.0,30947.0,574.0,26384.0,30354.0,522.0,-2509.0,593.0,52.0,1.0,0.0,4.0,4.0,5.0,1.0
1558,LCK,Blue,Gen.G,1,26032.0,32050.0,554.0,23941.0,30269.0,568.0,2091.0,1781.0,-14.0,6.0,7.0,1.0,1.0,1.0,6.0
1559,LCK,Red,KT Rolster,0,23941.0,30269.0,568.0,26032.0,32050.0,554.0,-2091.0,-1781.0,14.0,1.0,1.0,6.0,6.0,7.0,1.0
1606,LCK,Blue,KT Rolster,0,25050.0,29503.0,502.0,27236.0,31565.0,531.0,-2186.0,-2062.0,-29.0,5.0,10.0,10.0,10.0,10.0,5.0
1607,LCK,Red,Gen.G,1,27236.0,31565.0,531.0,25050.0,29503.0,502.0,2186.0,2062.0,29.0,10.0,10.0,5.0,5.0,10.0,10.0
1630,LPL,Blue,Team WE,1,26386.0,31346.0,546.0,25994.0,29209.0,497.0,392.0,2137.0,49.0,7.0,10.0,6.0,6.0,12.0,7.0
1631,LPL,Red,Victory Five,0,25994.0,29209.0,497.0,26386.0,31346.0,546.0,-392.0,-2137.0,-49.0,6.0,12.0,7.0,7.0,10.0,6.0
1654,LCK,Blue,T1,1,25274.0,31085.0,534.0,22831.0,28868.0,547.0,2443.0,2217.0,-13.0,3.0,4.0,0.0,0.0,0.0,3.0
1655,LCK,Red,Hanwha Life Esports,0,22831.0,28868.0,547.0,25274.0,31085.0,534.0,-2443.0,-2217.0,13.0,0.0,0.0,3.0,3.0,4.0,0.0
1666,LPL,Blue,Victory Five,1,26534.0,32153.0,565.0,22146.0,28686.0,517.0,4388.0,3467.0,48.0,4.0,2.0,0.0,0.0,0.0,4.0
1667,LPL,Red,Team WE,0,22146.0,28686.0,517.0,26534.0,32153.0,565.0,-4388.0,-3467.0,-48.0,0.0,0.0,4.0,4.0,2.0,0.0
1702,LPL,Blue,Team WE,1,25993.0,30930.0,544.0,25336.0,29439.0,507.0,657.0,1491.0,37.0,5.0,8.0,4.0,4.0,4.0,5.0
1703,LPL,Red,Victory Five,0,25336.0,29439.0,507.0,25993.0,30930.0,544.0,-657.0,-1491.0,-37.0,4.0,4.0,5.0,5.0,8.0,4.0
1714,LPL,Blue,LNG Esports,1,27856.0,30086.0,543.0,23995.0,29137.0,549.0,3861.0,949.0,-6.0,4.0,11.0,1.0,1.0,3.0,4.0
1715,LPL,Red,Invictus Gaming,0,23995.0,29137.0,549.0,27856.0,30086.0,543.0,-3861.0,-949.0,6.0,1.0,3.0,4.0,4.0,11.0,1.0
1738,LCK,Blue,Hanwha Life Esports,1,23347.0,28802.0,493.0,23852.0,29227.0,533.0,-505.0,-425.0,-40.0,4.0,6.0,2.0,2.0,4.0,4.0
1739,LCK,Red,T1,0,23852.0,29227.0,533.0,23347.0,28802.0,493.0,505.0,425.0,40.0,2.0,4.0,4.0,4.0,6.0,2.0
1762,LPL,Blue,LNG Esports,1,28084.0,30255.0,540.0,27053.0,28126.0,506.0,1031.0,2129.0,34.0,7.0,15.0,5.0,5.0,11.0,7.0
1763,LPL,Red,Invictus Gaming,0,27053.0,28126.0,506.0,28084.0,30255.0,540.0,-1031.0,-2129.0,-34.0,5.0,11.0,7.0,7.0,15.0,5.0
1786,LCK,Blue,T1,1,28730.0,29464.0,511.0,25893.0,29711.0,490.0,2837.0,-247.0,21.0,8.0,10.0,9.0,9.0,14.0,8.0
1787,LCK,Red,Hanwha Life Esports,0,25893.0,29711.0,490.0,28730.0,29464.0,511.0,-2837.0,247.0,-21.0,9.0,14.0,8.0,8.0,10.0,9.0
1882,LCK,Blue,Nongshim RedForce,1,26379.0,31033.0,580.0,23642.0,28141.0,515.0,2737.0,2892.0,65.0,2.0,3.0,1.0,1.0,1.0,2.0
1883,LCK,Red,Liiv SANDBOX,0,23642.0,28141.0,515.0,26379.0,31033.0,580.0,-2737.0,-2892.0,-65.0,1.0,1.0,2.0,2.0,3.0,1.0
1918,LCK,Blue,Liiv SANDBOX,1,28379.0,30142.0,477.0,24067.0,27540.0,456.0,4312.0,2602.0,21.0,13.0,24.0,3.0,3.0,8.0,13.0
1919,LCK,Red,Nongshim RedForce,0,24067.0,27540.0,456.0,28379.0,30142.0,477.0,-4312.0,-2602.0,-21.0,3.0,8.0,13.0,13.0,24.0,3.0
1954,LPL,Blue,Bilibili Gaming,0,24384.0,30183.0,517.0,23650.0,28933.0,562.0,734.0,1250.0,-45.0,3.0,5.0,0.0,0.0,0.0,3.0
1955,LPL,Red,JD Gaming,1,23650.0,28933.0,562.0,24384.0,30183.0,517.0,-734.0,-1250.0,45.0,0.0,0.0,3.0,3.0,5.0,0.0
1966,LCK,Blue,Nongshim RedForce,1,22242.0,28335.0,521.0,26402.0,30137.0,555.0,-4160.0,-1802.0,-34.0,0.0,0.0,3.0,3.0,7.0,0.0
1967,LCK,Red,Liiv SANDBOX,0,26402.0,30137.0,555.0,22242.0,28335.0,521.0,4160.0,1802.0,34.0,3.0,7.0,0.0,0.0,0.0,3.0
2002,LPL,Blue,JD Gaming,1,26645.0,31456.0,549.0,25459.0,28892.0,502.0,1186.0,2564.0,47.0,7.0,11.0,5.0,5.0,8.0,7.0
2003,LPL,Red,Bilibili Gaming,0,25459.0,28892.0,502.0,26645.0,31456.0,549.0,-1186.0,-2564.0,-47.0,5.0,8.0,7.0,7.0,11.0,5.0
2038,LCK,Blue,DRX,1,23840.0,30533.0,577.0,26326.0,30971.0,538.0,-2486.0,-438.0,39.0,0.0,0.0,4.0,4.0,7.0,0.0
2039,LCK,Red,Kwangdong Freecs,0,26326.0,30971.0,538.0,23840.0,30533.0,577.0,2486.0,438.0,-39.0,4.0,7.0,0.0,0.0,0.0,4.0
2050,LPL,Blue,Royal Never Give Up,1,25955.0,30135.0,564.0,24022.0,30594.0,546.0,1933.0,-459.0,18.0,2.0,6.0,2.0,2.0,4.0,2.0
2051,LPL,Red,Suning,0,24022.0,30594.0,546.0,25955.0,30135.0,564.0,-1933.0,459.0,-18.0,2.0,4.0,2.0,2.0,6.0,2.0
2074,LPL,Blue,Royal Never Give Up,0,23716.0,30066.0,543.0,25192.0,30931.0,572.0,-1476.0,-865.0,-29.0,2.0,4.0,1.0,1.0,1.0,2.0
2075,LPL,Red,Suning,1,25192.0,30931.0,572.0,23716.0,30066.0,543.0,1476.0,865.0,29.0,1.0,1.0,2.0,2.0,4.0,1.0
2086,LCK,Blue,Kwangdong Freecs,1,26340.0,31377.0,538.0,22267.0,29341.0,517.0,4073.0,2036.0,21.0,4.0,15.0,0.0,0.0,0.0,4.0
2087,LCK,Red,DRX,0,22267.0,29341.0,517.0,26340.0,31377.0,538.0,-4073.0,-2036.0,-21.0,0.0,0.0,4.0,4.0,15.0,0.0
2098,LPL,Blue,Suning,0,24286.0,31295.0,579.0,24838.0,30185.0,546.0,-552.0,1110.0,33.0,1.0,2.0,4.0,4.0,5.0,1.0
2099,LPL,Red,Royal Never Give Up,1,24838.0,30185.0,546.0,24286.0,31295.0,579.0,552.0,-1110.0,-33.0,4.0,5.0,1.0,1.0,2.0,4.0
2110,LCK,Blue,DRX,1,23917.0,30058.0,526.0,24718.0,30074.0,522.0,-801.0,-16.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0
2111,LCK,Red,Kwangdong Freecs,0,24718.0,30074.0,522.0,23917.0,30058.0,526.0,801.0,16.0,-4.0,1.0,2.0,2.0,2.0,5.0,1.0
2170,LCK,Blue,Fredit BRION,0,24069.0,29824.0,564.0,24704.0,30235.0,567.0,-635.0,-411.0,-3.0,0.0,0.0,2.0,2.0,3.0,0.0
2171,LCK,Red,Gen.G,1,24704.0,30235.0,567.0,24069.0,29824.0,564.0,635.0,411.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0
2230,LCK,Blue,Gen.G,1,28386.0,32591.0,566.0,25077.0,30036.0,544.0,3309.0,2555.0,22.0,8.0,16.0,3.0,3.0,4.0,8.0
2231,LCK,Red,Fredit BRION,0,25077.0,30036.0,544.0,28386.0,32591.0,566.0,-3309.0,-2555.0,-22.0,3.0,4.0,8.0,8.0,16.0,3.0
2254,LPL,Blue,Rogue Warriors,0,25890.0,28175.0,491.0,26363.0,30807.0,536.0,-473.0,-2632.0,-45.0,5.0,11.0,7.0,7.0,17.0,5.0
2255,LPL,Red,eStar,1,26363.0,30807.0,536.0,25890.0,28175.0,491.0,473.0,2632.0,45.0,7.0,17.0,5.0,5.0,11.0,7.0
2278,LCK,Blue,DWG KIA,0,23971.0,30895.0,550.0,24430.0,31054.0,573.0,-459.0,-159.0,-23.0,1.0,1.0,1.0,1.0,1.0,1.0
2279,LCK,Red,T1,1,24430.0,31054.0,573.0,23971.0,30895.0,550.0,459.0,159.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0
2290,LPL,Blue,eStar,1,28329.0,30868.0,502.0,21606.0,26855.0,487.0,6723.0,4013.0,15.0,8.0,15.0,0.0,0.0,0.0,8.0
2291,LPL,Red,Rogue Warriors,0,21606.0,26855.0,487.0,28329.0,30868.0,502.0,-6723.0,-4013.0,-15.0,0.0,0.0,8.0,8.0,15.0,0.0
2350,LPL,Blue,Top Esports,1,29560.0,33931.0,578.0,23650.0,29706.0,561.0,5910.0,4225.0,17.0,9.0,17.0,0.0,0.0,0.0,9.0
2351,LPL,Red,Rare Atom,0,23650.0,29706.0,561.0,29560.0,33931.0,578.0,-5910.0,-4225.0,-17.0,0.0,0.0,9.0,9.0,17.0,0.0
2362,LCK,Blue,T1,0,23426.0,29907.0,545.0,25752.0,30339.0,548.0,-2326.0,-432.0,-3.0,1.0,2.0,3.0,3.0,12.0,1.0
2363,LCK,Red,DWG KIA,1,25752.0,30339.0,548.0,23426.0,29907.0,545.0,2326.0,432.0,3.0,3.0,12.0,1.0,1.0,2.0,3.0
2374,LPL,Blue,Top Esports,1,24618.0,30056.0,561.0,24706.0,30482.0,562.0,-88.0,-426.0,-1.0,2.0,3.0,0.0,0.0,0.0,2.0
2375,LPL,Red,Rare Atom,0,24706.0,30482.0,562.0,24618.0,30056.0,561.0,88.0,426.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0
2410,LCK,Blue,DWG KIA,1,24485.0,28868.0,548.0,25243.0,30800.0,529.0,-758.0,-1932.0,19.0,1.0,3.0,5.0,5.0,11.0,1.0
2411,LCK,Red,T1,0,25243.0,30800.0,529.0,24485.0,28868.0,548.0,758.0,1932.0,-19.0,5.0,11.0,1.0,1.0,3.0,5.0
2470,LCS,Blue,100 Thieves,1,26728.0,29057.0,535.0,22384.0,29003.0,506.0,4344.0,54.0,29.0,3.0,6.0,1.0,1.0,2.0,4.0
2471,LCS,Red,TSM,0,22384.0,29003.0,506.0,26728.0,29057.0,535.0,-4344.0,-54.0,-29.0,1.0,2.0,4.0,3.0,6.0,1.0
2482,LCS,Blue,Team Liquid,1,28003.0,32427.0,558.0,24151.0,28253.0,517.0,3852.0,4174.0,41.0,8.0,15.0,2.0,2.0,5.0,8.0
2483,LCS,Red,Counter Logic Gaming,0,24151.0,28253.0,517.0,28003.0,32427.0,558.0,-3852.0,-4174.0,-41.0,2.0,5.0,8.0,8.0,15.0,2.0
2494,LCS,Blue,Evil Geniuses,1,24708.0,28242.0,473.0,24826.0,29839.0,480.0,-118.0,-1597.0,-7.0,6.0,11.0,7.0,7.0,14.0,6.0
2495,LCS,Red,Cloud9,0,24826.0,29839.0,480.0,24708.0,28242.0,473.0,118.0,1597.0,7.0,7.0,14.0,6.0,6.0,11.0,7.0
2506,LCS,Blue,Dignitas,1,26793.0,30786.0,513.0,23715.0,28874.0,519.0,3078.0,1912.0,-6.0,6.0,8.0,3.0,3.0,4.0,6.0
2507,LCS,Red,FlyQuest,0,23715.0,28874.0,519.0,26793.0,30786.0,513.0,-3078.0,-1912.0,6.0,3.0,4.0,6.0,6.0,8.0,3.0
2518,LCS,Blue,Counter Logic Gaming,0,23399.0,28624.0,522.0,26278.0,29798.0,510.0,-2879.0,-1174.0,12.0,3.0,4.0,6.0,6.0,19.0,3.0
2519,LCS,Red,Golden Guardians,1,26278.0,29798.0,510.0,23399.0,28624.0,522.0,2879.0,1174.0,-12.0,6.0,19.0,3.0,3.0,4.0,6.0
2530,LCK,Blue,Liiv SANDBOX,0,22541.0,29980.0,519.0,25345.0,29496.0,546.0,-2804.0,484.0,-27.0,1.0,3.0,2.0,2.0,3.0,1.0
2531,LCK,Red,KT Rolster,1,25345.0,29496.0,546.0,22541.0,29980.0,519.0,2804.0,-484.0,27.0,2.0,3.0,1.0,1.0,3.0,2.0
2590,LCK,Blue,KT Rolster,1,24518.0,30929.0,593.0,23938.0,29975.0,528.0,580.0,954.0,65.0,0.0,0.0,2.0,2.0,4.0,0.0
2591,LCK,Red,Liiv SANDBOX,0,23938.0,29975.0,528.0,24518.0,30929.0,593.0,-580.0,-954.0,-65.0,2.0,4.0,0.0,0.0,0.0,2.0
2626,LCK,Blue,Hanwha Life Esports,1,27464.0,30985.0,576.0,21999.0,27823.0,506.0,5465.0,3162.0,70.0,3.0,6.0,0.0,0.0,0.0,3.0
2627,LCK,Red,DRX,0,21999.0,27823.0,506.0,27464.0,30985.0,576.0,-5465.0,-3162.0,-70.0,0.0,0.0,3.0,3.0,6.0,0.0
2662,LPL,Blue,Victory Five,1,25660.0,30030.0,537.0,24015.0,30192.0,547.0,1645.0,-162.0,-10.0,3.0,7.0,0.0,0.0,0.0,3.0
2663,LPL,Red,LGD Gaming,0,24015.0,30192.0,547.0,25660.0,30030.0,537.0,-1645.0,162.0,10.0,0.0,0.0,3.0,3.0,7.0,0.0
2686,LPL,Blue,EDward Gaming,1,25486.0,32328.0,596.0,23631.0,29223.0,535.0,1855.0,3105.0,61.0,2.0,2.0,0.0,0.0,0.0,2.0
2687,LPL,Red,FunPlus Phoenix,0,23631.0,29223.0,535.0,25486.0,32328.0,596.0,-1855.0,-3105.0,-61.0,0.0,0.0,2.0,2.0,2.0,0.0
2710,LCK,Blue,DRX,1,24364.0,28914.0,503.0,24497.0,31002.0,591.0,-133.0,-2088.0,-88.0,4.0,8.0,2.0,2.0,2.0,4.0
2711,LCK,Red,Hanwha Life Esports,0,24497.0,31002.0,591.0,24364.0,28914.0,503.0,133.0,2088.0,88.0,2.0,2.0,4.0,4.0,8.0,2.0
2734,LPL,Blue,FunPlus Phoenix,1,25007.0,27772.0,506.0,26567.0,29237.0,511.0,-1560.0,-1465.0,-5.0,4.0,8.0,6.0,6.0,12.0,4.0
2735,LPL,Red,EDward Gaming,0,26567.0,29237.0,511.0,25007.0,27772.0,506.0,1560.0,1465.0,5.0,6.0,12.0,4.0,4.0,8.0,6.0
2746,LCK,Blue,Hanwha Life Esports,1,25698.0,29370.0,520.0,25964.0,30596.0,528.0,-266.0,-1226.0,-8.0,5.0,12.0,5.0,5.0,6.0,5.0
2747,LCK,Red,DRX,0,25964.0,30596.0,528.0,25698.0,29370.0,520.0,266.0,1226.0,8.0,5.0,6.0,5.0,5.0,12.0,5.0
2782,LPL,Blue,EDward Gaming,1,26711.0,30409.0,553.0,27084.0,31833.0,560.0,-373.0,-1424.0,-7.0,2.0,5.0,6.0,6.0,12.0,2.0
2783,LPL,Red,FunPlus Phoenix,0,27084.0,31833.0,560.0,26711.0,30409.0,553.0,373.0,1424.0,7.0,6.0,12.0,2.0,2.0,5.0,6.0
2866,LCS,Blue,Evil Geniuses,1,27841.0,30826.0,519.0,23107.0,29170.0,494.0,4734.0,1656.0,25.0,9.0,12.0,2.0,2.0,2.0,9.0
2867,LCS,Red,Immortals,0,23107.0,29170.0,494.0,27841.0,30826.0,519.0,-4734.0,-1656.0,-25.0,2.0,2.0,9.0,9.0,12.0,2.0
2878,LCS,Blue,Golden Guardians,0,26530.0,32498.0,590.0,23161.0,29722.0,557.0,3369.0,2776.0,33.0,3.0,5.0,0.0,0.0,0.0,3.0
2879,LCS,Red,TSM,1,23161.0,29722.0,557.0,26530.0,32498.0,590.0,-3369.0,-2776.0,-33.0,0.0,0.0,3.0,3.0,5.0,0.0
2890,LCS,Blue,FlyQuest,0,21168.0,25480.0,477.0,24882.0,28346.0,517.0,-3714.0,-2866.0,-40.0,0.0,0.0,3.0,3.0,4.0,0.0
2891,LCS,Red,Cloud9,1,24882.0,28346.0,517.0,21168.0,25480.0,477.0,3714.0,2866.0,40.0,3.0,4.0,0.0,0.0,0.0,3.0
2902,LCS,Blue,Immortals,1,26487.0,32551.0,545.0,23239.0,28939.0,481.0,3248.0,3612.0,64.0,7.0,11.0,3.0,3.0,7.0,7.0
2903,LCS,Red,Dignitas,0,23239.0,28939.0,481.0,26487.0,32551.0,545.0,-3248.0,-3612.0,-64.0,3.0,7.0,7.0,7.0,11.0,3.0
2914,LCS,Blue,Counter Logic Gaming,1,25639.0,32327.0,586.0,25710.0,29765.0,531.0,-71.0,2562.0,55.0,3.0,4.0,5.0,5.0,7.0,4.0
2915,LCS,Red,100 Thieves,0,25710.0,29765.0,531.0,25639.0,32327.0,586.0,71.0,-2562.0,-55.0,5.0,7.0,4.0,3.0,4.0,5.0
3118,LPL,Blue,Victory Five,0,22986.0,28578.0,516.0,26825.0,31033.0,515.0,-3839.0,-2455.0,1.0,2.0,4.0,8.0,8.0,15.0,2.0
3119,LPL,Red,LGD Gaming,1,26825.0,31033.0,515.0,22986.0,28578.0,516.0,3839.0,2455.0,-1.0,8.0,15.0,2.0,2.0,4.0,8.0
3322,LPL,Blue,LGD Gaming,0,23683.0,30241.0,540.0,27690.0,30892.0,548.0,-4007.0,-651.0,-8.0,2.0,3.0,5.0,5.0,10.0,2.0
3323,LPL,Red,Victory Five,1,27690.0,30892.0,548.0,23683.0,30241.0,540.0,4007.0,651.0,8.0,5.0,10.0,2.0,2.0,3.0,5.0
3406,LCK,Blue,Nongshim RedForce,0,22384.0,27606.0,495.0,28433.0,33219.0,596.0,-6049.0,-5613.0,-101.0,1.0,3.0,5.0,5.0,8.0,1.0
3407,LCK,Red,DWG KIA,1,28433.0,33219.0,596.0,22384.0,27606.0,495.0,6049.0,5613.0,101.0,5.0,8.0,1.0,1.0,3.0,5.0
3466,LCK,Blue,DWG KIA,1,26629.0,30883.0,560.0,22474.0,29211.0,503.0,4155.0,1672.0,57.0,2.0,0.0,1.0,1.0,3.0,2.0
3467,LCK,Red,Nongshim RedForce,0,22474.0,29211.0,503.0,26629.0,30883.0,560.0,-4155.0,-1672.0,-57.0,1.0,3.0,2.0,2.0,0.0,1.0
3502,LPL,Blue,LNG Esports,1,26007.0,31098.0,559.0,26434.0,30695.0,562.0,-427.0,403.0,-3.0,3.0,4.0,4.0,4.0,10.0,3.0
3503,LPL,Red,ThunderTalk Gaming,0,26434.0,30695.0,562.0,26007.0,31098.0,559.0,427.0,-403.0,3.0,4.0,10.0,3.0,3.0,4.0,4.0
3514,LCK,Blue,Kwangdong Freecs,1,26513.0,31540.0,573.0,25196.0,30038.0,538.0,1317.0,1502.0,35.0,4.0,3.0,3.0,3.0,4.0,4.0
3515,LCK,Red,Fredit BRION,0,25196.0,30038.0,538.0,26513.0,31540.0,573.0,-1317.0,-1502.0,-35.0,3.0,4.0,4.0,4.0,3.0,3.0
3538,LPL,Blue,ThunderTalk Gaming,1,23673.0,29815.0,541.0,24403.0,31522.0,579.0,-730.0,-1707.0,-38.0,0.0,0.0,1.0,1.0,1.0,0.0
3539,LPL,Red,LNG Esports,0,24403.0,31522.0,579.0,23673.0,29815.0,541.0,730.0,1707.0,38.0,1.0,1.0,0.0,0.0,0.0,1.0
3562,LCK,Blue,Fredit BRION,0,22929.0,28553.0,525.0,26139.0,31199.0,558.0,-3210.0,-2646.0,-33.0,0.0,0.0,3.0,3.0,8.0,0.0
3563,LCK,Red,Kwangdong Freecs,1,26139.0,31199.0,558.0,22929.0,28553.0,525.0,3210.0,2646.0,33.0,3.0,8.0,0.0,0.0,0.0,3.0
3574,LPL,Blue,Team WE,0,24309.0,30794.0,527.0,27107.0,30112.0,539.0,-2798.0,682.0,-12.0,3.0,3.0,6.0,6.0,10.0,3.0
3575,LPL,Red,Invictus Gaming,1,27107.0,30112.0,539.0,24309.0,30794.0,527.0,2798.0,-682.0,12.0,6.0,10.0,3.0,3.0,3.0,6.0
3598,LPL,Blue,LNG Esports,1,24810.0,29991.0,573.0,23161.0,29198.0,545.0,1649.0,793.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0
3599,LPL,Red,ThunderTalk Gaming,0,23161.0,29198.0,545.0,24810.0,29991.0,573.0,-1649.0,-793.0,-28.0,1.0,1.0,1.0,1.0,1.0,1.0
3622,LPL,Blue,Team WE,1,26749.0,32316.0,554.0,23581.0,28964.0,509.0,3168.0,3352.0,45.0,5.0,7.0,3.0,3.0,5.0,5.0
3623,LPL,Red,Invictus Gaming,0,23581.0,28964.0,509.0,26749.0,32316.0,554.0,-3168.0,-3352.0,-45.0,3.0,5.0,5.0,5.0,7.0,3.0
3646,LPL,Blue,Team WE,1,27297.0,29183.0,479.0,25372.0,27735.0,521.0,1925.0,1448.0,-42.0,8.0,9.0,3.0,3.0,4.0,8.0
3647,LPL,Red,Invictus Gaming,0,25372.0,27735.0,521.0,27297.0,29183.0,479.0,-1925.0,-1448.0,42.0,3.0,4.0,8.0,8.0,9.0,3.0
