,league,side,teamname,result,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
58571,LCK,Red,DRX,0,24538.0,30865.0,542.0,27524.0,29545.0,535.0,-2986.0,1320.0,7.0,3.0,2.0,5.0,5.0,6.0,3.0
58594,LPL,Blue,Rare Atom,0,23888.0,30998.0,561.0,25064.0,30871.0,570.0,-1176.0,127.0,-9.0,2.0,3.0,1.0,1.0,0.0,2.0
58595,LPL,Red,Invictus Gaming,1,25064.0,30871.0,570.0,23888.0,30998.0,561.0,1176.0,-127.0,9.0,1.0,0.0,2.0,2.0,3.0,1.0
58618,VCS,Blue,Burst The Sky Esports,1,29702.0,31896.0,460.0,23480.0,27720.0,436.0,6222.0,4176.0,24.0,13.0,35.0,6.0,6.0,15.0,13.0
58619,VCS,Red,Team Secret,0,23480.0,27720.0,436.0,29702.0,31896.0,460.0,-6222.0,-4176.0,-24.0,6.0,15.0,13.0,13.0,35.0,6.0
58630,LCK,Blue,DRX,0,23789.0,29975.0,540.0,26936.0,30992.0,530.0,-3147.0,-1017.0,10.0,3.0,2.0,7.0,7.0,9.0,3.0
58631,LCK,Red,T1,1,26936.0,30992.0,530.0,23789.0,29975.0,540.0,3147.0,1017.0,-10.0,7.0,9.0,3.0,3.0,2.0,7.0
58642,LPL,Blue,Rare Atom,1,25381.0,28719.0,527.0,26258.0,30305.0,563.0,-877.0,-1586.0,-36.0,3.0,4.0,4.0,4.0,5.0,3.0
58643,LPL,Red,Invictus Gaming,0,26258.0,30305.0,563.0,25381.0,28719.0,527.0,877.0,1586.0,36.0,4.0,5.0,3.0,3.0,4.0,4.0
58654,VCS,Blue,Team Secret,1,27432.0,31243.0,508.0,24256.0,28680.0,513.0,3176.0,2563.0,-5.0,9.0,20.0,5.0,5.0,6.0,9.0
58655,VCS,Red,Burst The Sky Esports,0,24256.0,28680.0,513.0,27432.0,31243.0,508.0,-3176.0,-2563.0,5.0,5.0,6.0,9.0,9.0,20.0,5.0
58678,LPL,Blue,Invictus Gaming,1,26927.0,30424.0,543.0,23035.0,28976.0,524.0,3892.0,1448.0,19.0,5.0,6.0,1.0,1.0,2.0,5.0
58679,LPL,Red,Rare Atom,0,23035.0,28976.0,524.0,26927.0,30424.0,543.0,-3892.0,-1448.0,-19.0,1.0,2.0,5.0,5.0,6.0,1.0
58690,VCS,Blue,Burst The Sky Esports,0,22745.0,30197.0,529.0,25505.0,31749.0,535.0,-2760.0,-1552.0,-6.0,0.0,0.0,3.0,3.0,6.0,0.0
58691,VCS,Red,Team Secret,1,25505.0,31749.0,535.0,22745.0,30197.0,529.0,2760.0,1552.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0
58702,LPL,Blue,Invictus Gaming,0,25412.0,30237.0,548.0,24350.0,30265.0,544.0,1062.0,-28.0,4.0,4.0,8.0,2.0,2.0,2.0,4.0
58703,LPL,Red,Rare Atom,1,24350.0,30265.0,544.0,25412.0,30237.0,548.0,-1062.0,28.0,-4.0,2.0,2.0,4.0,4.0,8.0,2.0
58726,VCS,Blue,CERBERUS Esports,1,23152.0,29109.0,540.0,27683.0,31201.0,560.0,-4531.0,-2092.0,-20.0,1.0,2.0,5.0,5.0,15.0,1.0
58727,VCS,Red,GAM Esports,0,27683.0,31201.0,560.0,23152.0,29109.0,540.0,4531.0,2092.0,20.0,5.0,15.0,1.0,1.0,2.0,5.0
58762,VCS,Blue,GAM Esports,1,24332.0,29680.0,515.0,24062.0,29222.0,480.0,270.0,458.0,35.0,3.0,7.0,4.0,4.0,4.0,3.0
58763,VCS,Red,CERBERUS Esports,0,24062.0,29222.0,480.0,24332.0,29680.0,515.0,-270.0,-458.0,-35.0,4.0,4.0,3.0,3.0,7.0,4.0
58798,VCS,Blue,CERBERUS Esports,0,20312.0,24919.0,447.0,32150.0,34446.0,576.0,-11838.0,-9527.0,-129.0,0.0,0.0,12.0,12.0,29.0,0.0
58799,VCS,Red,GAM Esports,1,32150.0,34446.0,576.0,20312.0,24919.0,447.0,11838.0,9527.0,129.0,12.0,29.0,0.0,0.0,0.0,12.0
59170,LPL,Blue,Suning,1,26373.0,29702.0,526.0,24433.0,30434.0,546.0,1940.0,-732.0,-20.0,6.0,11.0,4.0,4.0,7.0,6.0
59171,LPL,Red,LNG Esports,0,24433.0,30434.0,546.0,26373.0,29702.0,526.0,-1940.0,732.0,20.0,4.0,7.0,6.0,6.0,11.0,4.0
59182,VCS,Blue,Saigon Buffalo,0,24775.0,31324.0,541.0,24959.0,30471.0,540.0,-184.0,853.0,1.0,3.0,5.0,5.0,5.0,7.0,3.0
59183,VCS,Red,Team Flash,1,24959.0,30471.0,540.0,24775.0,31324.0,541.0,184.0,-853.0,-1.0,5.0,7.0,3.0,3.0,5.0,5.0
59206,LPL,Blue,Suning,1,24394.0,31416.0,594.0,21697.0,29150.0,500.0,2697.0,2266.0,94.0,1.0,1.0,0.0,0.0,0.0,1.0
59207,LPL,Red,LNG Esports,0,21697.0,29150.0,500.0,24394.0,31416.0,594.0,-2697.0,-2266.0,-94.0,0.0,0.0,1.0,1.0,1.0,0.0
59230,VCS,Blue,Team Flash,0,23064.0,28960.0,480.0,28068.0,30905.0,530.0,-5004.0,-1945.0,-50.0,4.0,8.0,8.0,8.0,14.0,4.0
59231,VCS,Red,Saigon Buffalo,1,28068.0,30905.0,530.0,23064.0,28960.0,480.0,5004.0,1945.0,50.0,8.0,14.0,4.0,4.0,8.0,8.0
59242,LPL,Blue,Suning,1,32976.0,34026.0,573.0,21463.0,26399.0,467.0,11513.0,7627.0,106.0,13.0,19.0,1.0,1.0,2.0,13.0
59243,LPL,Red,LNG Esports,0,21463.0,26399.0,467.0,32976.0,34026.0,573.0,-11513.0,-7627.0,-106.0,1.0,2.0,13.0,13.0,19.0,1.0
59254,VCS,Blue,Saigon Buffalo,1,25826.0,30376.0,537.0,21873.0,28415.0,502.0,3953.0,1961.0,35.0,4.0,5.0,1.0,1.0,0.0,4.0
59255,VCS,Red,Team Flash,0,21873.0,28415.0,502.0,25826.0,30376.0,537.0,-3953.0,-1961.0,-35.0,1.0,0.0,4.0,4.0,5.0,1.0
59278,VCS,Blue,Luxury Esports,1,26105.0,29911.0,536.0,25724.0,29419.0,537.0,381.0,492.0,-1.0,3.0,5.0,7.0,7.0,13.0,3.0
59279,VCS,Red,SBTC Esports,0,25724.0,29419.0,537.0,26105.0,29911.0,536.0,-381.0,-492.0,1.0,7.0,13.0,3.0,3.0,5.0,7.0
59302,VCS,Blue,SBTC Esports,0,23646.0,30176.0,530.0,25287.0,30688.0,575.0,-1641.0,-512.0,-45.0,2.0,3.0,1.0,1.0,3.0,2.0
59303,VCS,Red,Luxury Esports,1,25287.0,30688.0,575.0,23646.0,30176.0,530.0,1641.0,512.0,45.0,1.0,3.0,2.0,2.0,3.0,1.0
59314,LEC,Blue,FC Schalke 04 Esports,1,27912.0,30990.0,506.0,24183.0,28012.0,501.0,3729.0,2978.0,5.0,7.0,9.0,3.0,3.0,6.0,7.0
59315,LEC,Red,Fnatic,0,24183.0,28012.0,501.0,27912.0,30990.0,506.0,-3729.0,-2978.0,-5.0,3.0,6.0,7.0,7.0,9.0,3.0
59326,LEC,Blue,FC Schalke 04 Esports,1,27612.0,29798.0,510.0,25449.0,29008.0,509.0,2163.0,790.0,1.0,6.0,12.0,4.0,4.0,9.0,6.0
59327,LEC,Red,Fnatic,0,25449.0,29008.0,509.0,27612.0,29798.0,510.0,-2163.0,-790.0,-1.0,4.0,9.0,6.0,6.0,12.0,4.0
59338,LEC,Blue,Fnatic,0,24136.0,29437.0,510.0,24364.0,30834.0,515.0,-228.0,-1397.0,-5.0,4.0,5.0,5.0,5.0,5.0,4.0
59339,LEC,Red,FC Schalke 04 Esports,1,24364.0,30834.0,515.0,24136.0,29437.0,510.0,228.0,1397.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
59578,LCK,Blue,DWG KIA,1,24270.0,31319.0,587.0,24313.0,31339.0,575.0,-43.0,-20.0,12.0,0.0,0.0,2.0,2.0,3.0,0.0
59579,LCK,Red,Hanwha Life Esports,0,24313.0,31339.0,575.0,24270.0,31319.0,587.0,43.0,20.0,-12.0,2.0,3.0,0.0,0.0,0.0,2.0
59590,LCK,Blue,Hanwha Life Esports,0,25716.0,30319.0,539.0,24061.0,30074.0,544.0,1655.0,245.0,-5.0,4.0,3.0,1.0,1.0,1.0,5.0
59591,LCK,Red,DWG KIA,1,24061.0,30074.0,544.0,25716.0,30319.0,539.0,-1655.0,-245.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0
59614,LPL,Blue,FunPlus Phoenix,1,28118.0,31135.0,554.0,27071.0,31337.0,519.0,1047.0,-202.0,35.0,6.0,6.0,7.0,7.0,12.0,6.0
59615,LPL,Red,Rare Atom,0,27071.0,31337.0,519.0,28118.0,31135.0,554.0,-1047.0,202.0,-35.0,7.0,12.0,6.0,6.0,6.0,7.0
59626,VCS,Blue,Luxury Esports,0,26276.0,29554.0,499.0,25075.0,30065.0,509.0,1201.0,-511.0,-10.0,8.0,15.0,5.0,5.0,11.0,8.0
59627,VCS,Red,Saigon Buffalo,1,25075.0,30065.0,509.0,26276.0,29554.0,499.0,-1201.0,511.0,10.0,5.0,11.0,8.0,8.0,15.0,5.0
59638,LCK,Blue,DWG KIA,1,23420.0,29171.0,477.0,26523.0,30786.0,531.0,-3103.0,-1615.0,-54.0,3.0,6.0,5.0,5.0,8.0,3.0
59639,LCK,Red,Hanwha Life Esports,0,26523.0,30786.0,531.0,23420.0,29171.0,477.0,3103.0,1615.0,54.0,5.0,8.0,3.0,3.0,6.0,5.0
59662,LPL,Blue,Rare Atom,0,24165.0,31017.0,576.0,25464.0,31409.0,567.0,-1299.0,-392.0,9.0,1.0,1.0,4.0,4.0,5.0,1.0
59663,LPL,Red,FunPlus Phoenix,1,25464.0,31409.0,567.0,24165.0,31017.0,576.0,1299.0,392.0,-9.0,4.0,5.0,1.0,1.0,1.0,4.0
59698,VCS,Blue,Saigon Buffalo,0,26463.0,29509.0,479.0,25368.0,30639.0,532.0,1095.0,-1130.0,-53.0,8.0,14.0,6.0,6.0,10.0,8.0
59699,VCS,Red,Luxury Esports,1,25368.0,30639.0,532.0,26463.0,29509.0,479.0,-1095.0,1130.0,53.0,6.0,10.0,8.0,8.0,14.0,6.0
59710,LPL,Blue,Rare Atom,1,28221.0,32639.0,592.0,22785.0,28324.0,505.0,5436.0,4315.0,87.0,5.0,4.0,2.0,2.0,5.0,5.0
59711,LPL,Red,FunPlus Phoenix,0,22785.0,28324.0,505.0,28221.0,32639.0,592.0,-5436.0,-4315.0,-87.0,2.0,5.0,5.0,5.0,4.0,2.0
59734,VCS,Blue,Luxury Esports,0,27286.0,30820.0,514.0,27251.0,31165.0,521.0,35.0,-345.0,-7.0,11.0,16.0,9.0,9.0,20.0,11.0
59735,VCS,Red,Saigon Buffalo,1,27251.0,31165.0,521.0,27286.0,30820.0,514.0,-35.0,345.0,7.0,9.0,20.0,11.0,11.0,16.0,9.0
59746,LPL,Blue,FunPlus Phoenix,1,24513.0,30200.0,525.0,25423.0,29823.0,538.0,-910.0,377.0,-13.0,3.0,3.0,3.0,3.0,2.0,3.0
59747,LPL,Red,Rare Atom,0,25423.0,29823.0,538.0,24513.0,30200.0,525.0,910.0,-377.0,13.0,3.0,2.0,3.0,3.0,3.0,3.0
59782,VCS,Blue,SBTC Esports,1,27704.0,31950.0,517.0,24185.0,29000.0,471.0,3519.0,2950.0,46.0,11.0,8.0,6.0,6.0,11.0,11.0
59783,VCS,Red,CERBERUS Esports,0,24185.0,29000.0,471.0,27704.0,31950.0,517.0,-3519.0,-2950.0,-46.0,6.0,11.0,11.0,11.0,8.0,6.0
59818,VCS,Blue,CERBERUS Esports,0,23261.0,30098.0,548.0,23518.0,30815.0,587.0,-257.0,-717.0,-39.0,1.0,2.0,0.0,0.0,0.0,1.0
59819,VCS,Red,SBTC Esports,1,23518.0,30815.0,587.0,23261.0,30098.0,548.0,257.0,717.0,39.0,0.0,0.0,1.0,1.0,2.0,0.0
59866,LEC,Blue,G2 Esports,0,25858.0,30131.0,523.0,24444.0,30082.0,549.0,1414.0,49.0,-26.0,4.0,8.0,3.0,3.0,2.0,4.0
59867,LEC,Red,MAD Lions,1,24444.0,30082.0,549.0,25858.0,30131.0,523.0,-1414.0,-49.0,26.0,3.0,2.0,4.0,4.0,8.0,3.0
59914,LEC,Blue,G2 Esports,0,23254.0,28370.0,480.0,27822.0,30778.0,514.0,-4568.0,-2408.0,-34.0,3.0,5.0,7.0,7.0,15.0,3.0
59915,LEC,Red,MAD Lions,1,27822.0,30778.0,514.0,23254.0,28370.0,480.0,4568.0,2408.0,34.0,7.0,15.0,3.0,3.0,5.0,7.0
59950,LEC,Blue,G2 Esports,1,26158.0,30474.0,546.0,24730.0,28150.0,502.0,1428.0,2324.0,44.0,7.0,15.0,4.0,4.0,6.0,7.0
59951,LEC,Red,MAD Lions,0,24730.0,28150.0,502.0,26158.0,30474.0,546.0,-1428.0,-2324.0,-44.0,4.0,6.0,7.0,7.0,15.0,4.0
59974,LEC,Blue,MAD Lions,1,27175.0,30259.0,556.0,24460.0,29647.0,538.0,2715.0,612.0,18.0,4.0,7.0,3.0,3.0,7.0,4.0
59975,LEC,Red,G2 Esports,0,24460.0,29647.0,538.0,27175.0,30259.0,556.0,-2715.0,-612.0,-18.0,3.0,7.0,4.0,4.0,7.0,3.0
60010,LCS,Blue,Cloud9,1,26385.0,31694.0,543.0,22881.0,29469.0,492.0,3504.0,2225.0,51.0,5.0,5.0,2.0,2.0,2.0,5.0
60011,LCS,Red,Team Liquid,0,22881.0,29469.0,492.0,26385.0,31694.0,543.0,-3504.0,-2225.0,-51.0,2.0,2.0,5.0,5.0,5.0,2.0
60034,LCS,Blue,Team Liquid,1,25188.0,30229.0,532.0,23483.0,30825.0,548.0,1705.0,-596.0,-16.0,2.0,5.0,2.0,2.0,3.0,2.0
60035,LCS,Red,Cloud9,0,23483.0,30825.0,548.0,25188.0,30229.0,532.0,-1705.0,596.0,16.0,2.0,3.0,2.0,2.0,5.0,2.0
60046,LCS,Blue,Cloud9,1,23964.0,30389.0,571.0,24595.0,31189.0,562.0,-631.0,-800.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0
60047,LCS,Red,Team Liquid,0,24595.0,31189.0,562.0,23964.0,30389.0,571.0,631.0,800.0,-9.0,3.0,3.0,2.0,2.0,3.0,3.0
60070,LCS,Blue,Team Liquid,0,24868.0,29838.0,554.0,25049.0,30491.0,562.0,-181.0,-653.0,-8.0,2.0,2.0,4.0,4.0,5.0,2.0
60071,LCS,Red,Cloud9,1,25049.0,30491.0,562.0,24868.0,29838.0,554.0,181.0,653.0,8.0,4.0,5.0,2.0,2.0,2.0,4.0
60142,LCK,Blue,T1,0,23188.0,29472.0,561.0,23798.0,29893.0,556.0,-610.0,-421.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0
60143,LCK,Red,Gen.G,1,23798.0,29893.0,556.0,23188.0,29472.0,561.0,610.0,421.0,-5.0,1.0,2.0,0.0,0.0,0.0,1.0
60178,LCK,Blue,Gen.G,1,24750.0,30432.0,578.0,24587.0,29667.0,518.0,163.0,765.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0
60179,LCK,Red,T1,0,24587.0,29667.0,518.0,24750.0,30432.0,578.0,-163.0,-765.0,-60.0,1.0,1.0,0.0,0.0,0.0,1.0
60202,LPL,Blue,Team WE,0,25675.0,30383.0,565.0,25400.0,30877.0,572.0,275.0,-494.0,-7.0,4.0,7.0,2.0,2.0,3.0,4.0
60203,LPL,Red,Suning,1,25400.0,30877.0,572.0,25675.0,30383.0,565.0,-275.0,494.0,7.0,2.0,3.0,4.0,4.0,7.0,2.0
60214,VCS,Blue,GAM Esports,1,29240.0,31783.0,478.0,23144.0,26686.0,449.0,6096.0,5097.0,29.0,12.0,20.0,3.0,3.0,5.0,12.0
60215,VCS,Red,Burst The Sky Esports,0,23144.0,26686.0,449.0,29240.0,31783.0,478.0,-6096.0,-5097.0,-29.0,3.0,5.0,12.0,12.0,20.0,3.0
60238,LCK,Blue,T1,0,24387.0,31277.0,579.0,23550.0,31455.0,569.0,837.0,-178.0,10.0,2.0,1.0,2.0,2.0,0.0,2.0
60239,LCK,Red,Gen.G,1,23550.0,31455.0,569.0,24387.0,31277.0,579.0,-837.0,178.0,-10.0,2.0,0.0,2.0,2.0,1.0,2.0
60262,LPL,Blue,Team WE,0,25275.0,31781.0,612.0,25512.0,31882.0,609.0,-237.0,-101.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
60263,LPL,Red,Suning,1,25512.0,31882.0,609.0,25275.0,31781.0,612.0,237.0,101.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0
60286,VCS,Blue,Burst The Sky Esports,0,24431.0,30135.0,491.0,28049.0,33048.0,551.0,-3618.0,-2913.0,-60.0,6.0,3.0,9.0,9.0,9.0,6.0
60287,VCS,Red,GAM Esports,1,28049.0,33048.0,551.0,24431.0,30135.0,491.0,3618.0,2913.0,60.0,9.0,9.0,6.0,6.0,3.0,9.0
60310,LPL,Blue,Team WE,0,22559.0,28119.0,516.0,26847.0,30964.0,579.0,-4288.0,-2845.0,-63.0,0.0,0.0,3.0,3.0,6.0,0.0
60311,LPL,Red,Suning,1,26847.0,30964.0,579.0,22559.0,28119.0,516.0,4288.0,2845.0,63.0,3.0,6.0,0.0,0.0,0.0,3.0
60346,VCS,Blue,Team Secret,0,25433.0,31198.0,509.0,25575.0,30420.0,522.0,-142.0,778.0,-13.0,8.0,21.0,6.0,6.0,19.0,8.0
60347,VCS,Red,Team Flash,1,25575.0,30420.0,522.0,25433.0,31198.0,509.0,142.0,-778.0,13.0,6.0,19.0,8.0,8.0,21.0,6.0
60406,VCS,Blue,Team Flash,0,26572.0,29835.0,510.0,26165.0,29811.0,536.0,407.0,24.0,-26.0,5.0,8.0,4.0,4.0,6.0,5.0
60407,VCS,Red,Team Secret,1,26165.0,29811.0,536.0,26572.0,29835.0,510.0,-407.0,-24.0,26.0,4.0,6.0,5.0,5.0,8.0,4.0
60418,VCS,Blue,Team Secret,1,25160.0,28911.0,532.0,22888.0,29820.0,526.0,2272.0,-909.0,6.0,4.0,8.0,2.0,2.0,4.0,4.0
60419,VCS,Red,Team Flash,0,22888.0,29820.0,526.0,25160.0,28911.0,532.0,-2272.0,909.0,-6.0,2.0,4.0,4.0,4.0,8.0,2.0
60442,LEC,Blue,Rogue,1,25509.0,29435.0,542.0,23772.0,29789.0,536.0,1737.0,-354.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0
60443,LEC,Red,FC Schalke 04 Esports,0,23772.0,29789.0,536.0,25509.0,29435.0,542.0,-1737.0,354.0,-6.0,2.0,2.0,1.0,1.0,1.0,2.0
60478,LEC,Blue,FC Schalke 04 Esports,1,24642.0,29610.0,508.0,25784.0,30265.0,539.0,-1142.0,-655.0,-31.0,3.0,4.0,4.0,4.0,4.0,3.0
60479,LEC,Red,Rogue,0,25784.0,30265.0,539.0,24642.0,29610.0,508.0,1142.0,655.0,31.0,4.0,4.0,3.0,3.0,4.0,4.0
60490,LEC,Blue,Rogue,1,25502.0,29482.0,520.0,23163.0,29535.0,503.0,2339.0,-53.0,17.0,5.0,8.0,4.0,4.0,8.0,5.0
60491,LEC,Red,FC Schalke 04 Esports,0,23163.0,29535.0,503.0,25502.0,29482.0,520.0,-2339.0,53.0,-17.0,4.0,8.0,5.0,5.0,8.0,4.0
60514,LEC,Blue,FC Schalke 04 Esports,0,23800.0,30071.0,539.0,24176.0,30030.0,565.0,-376.0,41.0,-26.0,3.0,6.0,1.0,1.0,2.0,3.0
60515,LEC,Red,Rogue,1,24176.0,30030.0,565.0,23800.0,30071.0,539.0,376.0,-41.0,26.0,1.0,2.0,3.0,3.0,6.0,1.0
60550,LCS,Blue,TSM,1,22226.0,28360.0,516.0,24884.0,30282.0,552.0,-2658.0,-1922.0,-36.0,1.0,0.0,3.0,3.0,2.0,1.0
60551,LCS,Red,100 Thieves,0,24884.0,30282.0,552.0,22226.0,28360.0,516.0,2658.0,1922.0,36.0,3.0,2.0,1.0,1.0,0.0,3.0
60574,LCS,Blue,100 Thieves,0,23113.0,28995.0,538.0,22628.0,27348.0,476.0,485.0,1647.0,62.0,0.0,0.0,2.0,2.0,7.0,0.0
60575,LCS,Red,TSM,1,22628.0,27348.0,476.0,23113.0,28995.0,538.0,-485.0,-1647.0,-62.0,2.0,7.0,0.0,0.0,0.0,2.0
60622,LCS,Blue,100 Thieves,1,23781.0,29123.0,523.0,24666.0,28541.0,518.0,-885.0,582.0,5.0,3.0,6.0,2.0,2.0,1.0,3.0
60623,LCS,Red,TSM,0,24666.0,28541.0,518.0,23781.0,29123.0,523.0,885.0,-582.0,-5.0,2.0,1.0,3.0,3.0,6.0,2.0
60646,LCS,Blue,TSM,1,25262.0,30003.0,538.0,24855.0,30367.0,539.0,407.0,-364.0,-1.0,3.0,5.0,5.0,5.0,10.0,3.0
60647,LCS,Red,100 Thieves,0,24855.0,30367.0,539.0,25262.0,30003.0,538.0,-407.0,364.0,1.0,5.0,10.0,3.0,3.0,5.0,5.0
60718,LPL,Blue,JD Gaming,0,26046.0,29329.0,524.0,26150.0,31540.0,562.0,-104.0,-2211.0,-38.0,5.0,12.0,5.0,5.0,12.0,5.0
60719,LPL,Red,FunPlus Phoenix,1,26150.0,31540.0,562.0,26046.0,29329.0,524.0,104.0,2211.0,38.0,5.0,12.0,5.0,5.0,12.0,5.0
60742,LPL,Blue,JD Gaming,0,27287.0,30555.0,555.0,24672.0,29930.0,519.0,2615.0,625.0,36.0,5.0,11.0,5.0,5.0,12.0,5.0
60743,LPL,Red,FunPlus Phoenix,1,24672.0,29930.0,519.0,27287.0,30555.0,555.0,-2615.0,-625.0,-36.0,5.0,12.0,5.0,5.0,11.0,5.0
60754,LPL,Blue,JD Gaming,1,25731.0,32382.0,604.0,25405.0,30422.0,529.0,326.0,1960.0,75.0,4.0,2.0,1.0,1.0,2.0,4.0
60755,LPL,Red,FunPlus Phoenix,0,25405.0,30422.0,529.0,25731.0,32382.0,604.0,-326.0,-1960.0,-75.0,1.0,2.0,4.0,4.0,2.0,1.0
60766,LPL,Blue,FunPlus Phoenix,1,27032.0,31121.0,575.0,24955.0,29031.0,534.0,2077.0,2090.0,41.0,2.0,8.0,2.0,2.0,6.0,2.0
60767,LPL,Red,JD Gaming,0,24955.0,29031.0,534.0,27032.0,31121.0,575.0,-2077.0,-2090.0,-41.0,2.0,6.0,2.0,2.0,8.0,2.0
60826,LPL,Blue,Top Esports,1,25647.0,30227.0,579.0,23883.0,31684.0,547.0,1764.0,-1457.0,32.0,1.0,2.0,2.0,2.0,2.0,1.0
60827,LPL,Red,Suning,0,23883.0,31684.0,547.0,25647.0,30227.0,579.0,-1764.0,1457.0,-32.0,2.0,2.0,1.0,1.0,2.0,2.0
60862,LPL,Blue,Suning,1,26441.0,31029.0,523.0,24915.0,29201.0,482.0,1526.0,1828.0,41.0,5.0,6.0,4.0,4.0,6.0,5.0
60863,LPL,Red,Top Esports,0,24915.0,29201.0,482.0,26441.0,31029.0,523.0,-1526.0,-1828.0,-41.0,4.0,6.0,5.0,5.0,6.0,4.0
60898,LPL,Blue,Top Esports,1,33206.0,29198.0,500.0,21356.0,23082.0,384.0,11850.0,6116.0,116.0,17.0,37.0,4.0,4.0,8.0,17.0
60899,LPL,Red,Suning,0,21356.0,23082.0,384.0,33206.0,29198.0,500.0,-11850.0,-6116.0,-116.0,4.0,8.0,17.0,17.0,37.0,4.0
60910,LPL,Blue,Suning,0,25745.0,31246.0,506.0,25255.0,27960.0,497.0,490.0,3286.0,9.0,8.0,12.0,5.0,5.0,9.0,8.0
60911,LPL,Red,Top Esports,1,25255.0,27960.0,497.0,25745.0,31246.0,506.0,-490.0,-3286.0,-9.0,5.0,9.0,8.0,8.0,12.0,5.0
61162,LPL,Blue,Royal Never Give Up,0,26160.0,28376.0,488.0,27388.0,29632.0,538.0,-1228.0,-1256.0,-50.0,7.0,12.0,6.0,6.0,11.0,7.0
61163,LPL,Red,FunPlus Phoenix,1,27388.0,29632.0,538.0,26160.0,28376.0,488.0,1228.0,1256.0,50.0,6.0,11.0,7.0,7.0,12.0,6.0
61186,LPL,Blue,Royal Never Give Up,0,23837.0,28447.0,499.0,26990.0,29713.0,522.0,-3153.0,-1266.0,-23.0,4.0,10.0,6.0,6.0,9.0,4.0
61187,LPL,Red,FunPlus Phoenix,1,26990.0,29713.0,522.0,23837.0,28447.0,499.0,3153.0,1266.0,23.0,6.0,9.0,4.0,4.0,10.0,6.0
61210,LPL,Blue,FunPlus Phoenix,1,27634.0,32203.0,580.0,24472.0,29831.0,536.0,3162.0,2372.0,44.0,5.0,9.0,3.0,3.0,9.0,5.0
61211,LPL,Red,Royal Never Give Up,0,24472.0,29831.0,536.0,27634.0,32203.0,580.0,-3162.0,-2372.0,-44.0,3.0,9.0,5.0,5.0,9.0,3.0
61330,LPL,Blue,EDward Gaming,1,27693.0,30481.0,557.0,27626.0,29398.0,521.0,67.0,1083.0,36.0,9.0,12.0,6.0,6.0,11.0,9.0
61331,LPL,Red,Top Esports,0,27626.0,29398.0,521.0,27693.0,30481.0,557.0,-67.0,-1083.0,-36.0,6.0,11.0,9.0,9.0,12.0,6.0
61342,LPL,Blue,Top Esports,0,25725.0,30173.0,562.0,23076.0,30137.0,512.0,2649.0,36.0,50.0,2.0,3.0,2.0,2.0,5.0,2.0
61343,LPL,Red,EDward Gaming,1,23076.0,30137.0,512.0,25725.0,30173.0,562.0,-2649.0,-36.0,-50.0,2.0,5.0,2.0,2.0,3.0,2.0
61930,LCK,Blue,DWG KIA,1,25336.0,31267.0,516.0,24437.0,28977.0,530.0,899.0,2290.0,-14.0,2.0,3.0,1.0,1.0,1.0,2.0
61931,LCK,Red,Gen.G,0,24437.0,28977.0,530.0,25336.0,31267.0,516.0,-899.0,-2290.0,14.0,1.0,1.0,2.0,2.0,3.0,1.0
62002,LCK,Blue,Gen.G,0,23720.0,30496.0,516.0,23980.0,31382.0,549.0,-260.0,-886.0,-33.0,3.0,3.0,1.0,1.0,2.0,3.0
62003,LCK,Red,DWG KIA,1,23980.0,31382.0,549.0,23720.0,30496.0,516.0,260.0,886.0,33.0,1.0,2.0,3.0,3.0,3.0,1.0
62014,LPL,Blue,Royal Never Give Up,1,24253.0,29441.0,545.0,26265.0,30603.0,556.0,-2012.0,-1162.0,-11.0,2.0,2.0,3.0,3.0,4.0,2.0
62015,LPL,Red,Top Esports,0,26265.0,30603.0,556.0,24253.0,29441.0,545.0,2012.0,1162.0,11.0,3.0,4.0,2.0,2.0,2.0,3.0
62026,VCS,Blue,Saigon Buffalo,1,25916.0,33280.0,544.0,22151.0,28374.0,475.0,3765.0,4906.0,69.0,7.0,14.0,1.0,1.0,1.0,7.0
62027,VCS,Red,CERBERUS Esports,0,22151.0,28374.0,475.0,25916.0,33280.0,544.0,-3765.0,-4906.0,-69.0,1.0,1.0,7.0,7.0,14.0,1.0
62062,LPL,Blue,Top Esports,1,29843.0,31704.0,524.0,24476.0,29200.0,460.0,5367.0,2504.0,64.0,10.0,18.0,7.0,7.0,14.0,10.0
62063,LPL,Red,Royal Never Give Up,0,24476.0,29200.0,460.0,29843.0,31704.0,524.0,-5367.0,-2504.0,-64.0,7.0,14.0,10.0,10.0,18.0,7.0
62086,LCK,Blue,Gen.G,0,23186.0,29947.0,533.0,25651.0,30826.0,541.0,-2465.0,-879.0,-8.0,2.0,1.0,2.0,2.0,2.0,2.0
